"","token","tok_length","n"
"12424","跪拜",2,1
"12425","路",1,259
"12426","路人",2,1
"12427","路子",2,1
"12428","路程",2,3
"12429","路線",2,14
"12430","路透",2,6
"12431","路透社",3,3
"12432","路途",2,2
"12433","路過",2,1
"12434","跳",1,18
"12435","跳舞",2,3
"12436","踏",1,1
"12437","踏勘",2,1
"12438","踐",1,5
"12439","踐履",2,2
"12440","踐踏",2,3
"12441","踝",1,1
"12442","踞",1,2
"12443","踰",1,3
"12444","踴躍",2,4
"12445","踵",1,8
"12446","蹂躪",2,5
"12447","蹇",1,1
"12448","蹈",1,8
"12449","蹟",1,1
"12450","蹣跚",2,1
"12451","蹤",1,1
"12452","蹤跡",2,1
"12453","蹴",1,2
"12454","蹶",1,1
"12455","躁",1,2
"12456","躊躇",2,7
"12457","躍",1,6
"12458","躍然",2,1
"12459","躐",1,2
"12460","躑躅",2,1
"12461","身",1,46
"12462","身上",2,3
"12463","身命",2,1
"12464","身家",2,1
"12465","身後",2,1
"12466","身心",2,1
"12467","身體",2,4
"12468","躬",1,6
"12469","躬行",2,4
"12470","躭",1,2
"12471","躱",1,2
"12472","躺",1,1
"12473","軀",1,1
"12474","軀體",2,1
"12475","車",1,48
"12476","車位",2,1
"12477","車站",2,15
"12478","車路",2,3
"12479","車輛",2,3
"12480","車馬",2,4
"12481","軋",1,1
"12482","軌",1,8
"12483","軌道",2,5
"12484","軍",1,315
"12485","軍事",2,43
"12486","軍人",2,17
"12487","軍令",2,1
"12488","軍備",2,42
"12489","軍制",2,4
"12490","軍力",2,2
"12491","軍務",2,7
"12492","軍國",2,3
"12493","軍國主義",4,9
"12494","軍團",2,2
"12495","軍士",2,4
"12496","軍官",2,10
"12497","軍帽",2,1
"12498","軍律",2,2
"12499","軍政",2,20
"12500","軍旅",2,1
"12501","軍旗",2,1
"12502","軍服",2,1
"12503","軍械",2,7
"12504","軍械庫",3,1
"12505","軍樂隊",3,2
"12506","軍機",2,17
"12507","軍機處",3,6
"12508","軍民",2,5
"12509","軍法",2,9
"12510","軍港",2,1
"12511","軍火",2,7
"12512","軍用",2,4
"12513","軍艦",2,7
"12514","軍諮府",3,3
"12515","軍警",2,20
"12516","軍費",2,28
"12517","軍部",2,2
"12518","軍醫",2,10
"12519","軍長",2,1
"12520","軍閥",2,28
"12521","軍隊",2,63
"12522","軍需",2,13
"12523","軍需品",3,1
"12524","軍餉",2,3
"12525","軍馬",2,1
"12526","軒",1,4
"12527","軒輊",2,1
"12528","軒轅",2,1
"12529","軟",1,1
"12530","軟弱",2,1
"12531","軺",1,1
"12532","軼",1,1
"12533","較",1,204
"12534","載",1,116
"12535","載明",2,1
"12536","載湉",2,2
"12537","載灃",2,1
"12538","載貨",2,1
"12539","輒",1,19
"12540","輓詞",2,1
"12541","輔",1,12
"12542","輔佐",2,4
"12543","輔助",2,5
"12544","輔弼",2,1
"12545","輕",1,56
"12546","輕便",2,2
"12547","輕巧",2,2
"12548","輕易",2,1
"12549","輕減",2,1
"12550","輕率",2,1
"12551","輕蔑",2,6
"12552","輕薄",2,1
"12553","輕視",2,6
"12554","輕輕",2,1
"12555","輕金屬",3,1
"12556","輛",1,1
"12557","輜",1,1
"12558","輜重",2,1
"12559","輝煌",2,1
"12560","輟",1,1
"12561","輦",1,1
"12562","輩",1,19
"12563","輪",1,16
"12564","輪廓",2,2
"12565","輪流",2,1
"12566","輪船",2,12
"12567","輪軸",2,1
"12568","輭",1,1
"12569","輯",1,7
"12570","輸",1,4
"12571","輸入",2,49
"12572","輸入品",3,3
"12573","輸出",2,98
"12574","輸給",2,1
"12575","輸送",2,1
"12576","輾轉",2,1
"12577","輿",1,6
"12578","輿情",2,3
"12579","輿論",2,29
"12580","轄",1,13
"12581","轅",1,1
"12582","轇",1,1
"12583","轉",1,55
"12584","轉學",2,3
"12585","轉帳",2,1
"12586","轉徙",2,4
"12587","轉機",2,3
"12588","轉眼",2,1
"12589","轉瞬",2,3
"12590","轉移",2,4
"12591","轉變",2,7
"12592","轍",1,1
"12593","轎",1,5
"12594","轎夫",2,2
"12595","轕",1,1
"12596","轟",1,8
"12597","轟動",2,3
"12598","轟擊",2,4
"12599","轟炸",2,1
"12600","轟然",2,1
"12601","辛",1,8
"12602","辛丑",2,16
"12603","辛亥",2,21
"12604","辛勞",2,1
"12605","辛苦",2,3
"12606","辜負",2,1
"12607","辟",1,5
"12608","辣",1,2
"12609","辦",1,156
"12610","辦事",2,16
"12611","辦事員",3,1
"12612","辦事處",3,1
"12613","辦公",2,3
"12614","辦公處",3,1
"12615","辦報",2,2
"12616","辦學",2,4
"12617","辦法",2,91
"12618","辦理",2,75
"12619","辨",1,15
"12620","辨別",2,3
"12621","辨明",2,2
"12622","辭",1,42
"12623","辭典",2,2
"12624","辭源",2,2
"12625","辭職",2,34
"12626","辭色",2,1
"12627","辮",1,1
"12628","辮子",2,3
"12629","辯",1,3
"12630","辯明",2,1
"12631","辯論",2,3
"12632","辯護",2,1
"12633","辰",1,20
"12634","辰宿",2,1
"12635","辱",1,7
"12636","農",1,73
"12637","農事",2,4
"12638","農務",2,3
"12639","農場",2,2
"12640","農大",2,1
"12641","農夫",2,2
"12642","農奴",2,1
"12643","農學",2,2
"12644","農家",2,1
"12645","農工",2,5
"12646","農村",2,22
"12647","農林",2,6
"12648","農業",2,22
"12649","農民",2,32
"12650","農產",2,2
"12651","農田",2,1
"12652","農科",2,6
"12653","迂",1,3
"12654","迂緩",2,1
"12655","迂腐",2,1
"12656","迂遠",2,2
"12657","迂闊",2,2
"12658","迄",1,14
"12659","迄今",2,7
"12660","迅",1,4
"12661","迅速",2,8
"12662","迎",1,7
"12663","迎合",2,1
"12664","迎春花",3,1
"12665","迎賓館",3,1
"12666","近",1,110
"12667","近世",2,15
"12668","近代",2,11
"12669","近似",2,1
"12670","近來",2,25
"12671","近年",2,32
"12672","近日",2,25
"12673","近畿",2,6
"12674","近視",2,1
"12675","近頃",2,1
"12676","返",1,26
"12677","迥",1,2
"12678","迥然",2,1
"12679","迨",1,23
"12680","迪",1,6
"12681","迫",1,29
"12682","迫令",2,1
"12683","迫切",2,7
"12684","迫近",2,1
"12685","迭",1,11
"12686","迭次",2,1
"12687","述",1,135
"12688","迴",1,3
"12689","迴環",2,1
"12690","迷",1,4
"12691","迷人",2,1
"12692","迷信",2,1
"12693","迷離",2,1
"12694","迸裂",2,2
"12695","迹",1,5
"12696","迻",1,2
"12697","追",1,10
"12698","追問",2,2
"12699","追悼",2,2
"12700","追懷",2,1
"12701","追擊",2,1
"12702","追求",2,1
"12703","追溯",2,1
"12704","追認",2,1
"12705","追述",2,1
"12706","追逐",2,1
"12707","追隨",2,3
"12708","退",1,45
"12709","退伍",2,1
"12710","退位",2,1
"12711","退兵",2,1
"12712","退出",2,3
"12713","退化",2,1
"12714","退去",2,2
"12715","退回",2,1
"12716","退學",2,9
"12717","退居",2,1
"12718","退款",2,1
"12719","退步",2,4
"12720","退職",2,2
"12721","退讓",2,2
"12722","退走",2,1
"12723","退還",2,9
"12724","退院",2,1
"12725","送",1,91
"12726","逃",1,21
"12727","逃亡",2,1
"12728","逃兵",2,1
"12729","逃出",2,3
"12730","逃命",2,2
"12731","逃散",2,2
"12732","逃生",2,1
"12733","逃竄",2,1
"12734","逃避",2,2
"12735","逃難",2,1
"12736","逆",1,7
"12737","逆境",2,1
"12738","逆旅",2,1
"12739","逆襲",2,2
"12740","透",1,2
"12741","透徹",2,1
"12742","透澈",2,2
"12743","透過",2,1
"12744","逐",1,20
"12745","逐步",2,2
"12746","逐漸",2,32
"12747","途",1,45
"12748","途徑",2,3
"12749","逕",1,10
"12750","逕庭",2,1
"12751","逕行",2,1
"12752","逖",1,1
"12753","逗",1,1
"12754","逗留",2,1
"12755","這",1,563
"12756","這些",2,12
"12757","這回",2,1
"12758","這時",2,3
"12759","這樣",2,65
"12760","這種",2,13
"12761","這般",2,1
"12762","這邊",2,1
"12763","通",1,137
"12764","通令",2,2
"12765","通例",2,4
"12766","通俗",2,9
"12767","通信",2,10
"12768","通信員",3,2
"12769","通儒",2,5
"12770","通則",2,11
"12771","通力",2,2
"12772","通史",2,3
"12773","通商",2,16
"12774","通報",2,1
"12775","通婚",2,1
"12776","通寶",2,5
"12777","通州",2,2
"12778","通常",2,3
"12779","通牒",2,10
"12780","通用",2,8
"12781","通病",2,1
"12782","通知",2,4
"12783","通緝",2,1
"12784","通融",2,3
"12785","通行",2,9
"12786","通衢",2,1
"12787","通訊",2,13
"12788","通論",2,3
"12789","通譯",2,4
"12790","通車",2,2
"12791","通過",2,38
"12792","通鑑",2,2
"12793","通電",2,12
"12794","逝",1,3
"12795","逝世",2,13
"12796","逞",1,17
"12797","速",1,37
"12798","速度",2,4
"12799","速成",2,18
"12800","速成班",3,3
"12801","速率",2,1
"12802","造",1,104
"12803","造化",2,2
"12804","造就",2,5
"12805","造幣廠",3,2
"12806","造成",2,33
"12807","造紙",2,1
"12808","造紙廠",3,1
"12809","造船",2,1
"12810","造船廠",3,1
"12811","造路",2,1
"12812","逢",1,6
"12813","連",1,47
"12814","連任",2,3
"12815","連合",2,30
"12816","連山",2,1
"12817","連帶",2,4
"12818","連接",2,3
"12819","連日",2,3
"12820","連橫",2,1
"12821","連盟",2,1
"12822","連繫",2,1
"12823","連續",2,4
"12824","連貫",2,1
"12825","逮",1,3
"12826","逮捕",2,3
"12827","逯",1,2
"12828","週",1,19
"12829","週刊",2,1
"12830","週報",2,1
"12831","進",1,171
"12832","進入",2,1
"12833","進出口",3,1
"12834","進化",2,12
"12835","進化論",3,1
"12836","進取",2,2
"12837","進口",2,2
"12838","進口稅",3,1
"12839","進呈",2,1
"12840","進士",2,15
"12841","進學",2,2
"12842","進展",2,8
"12843","進攻",2,14
"12844","進步",2,66
"12845","進步黨",3,1
"12846","進程",2,2
"12847","進而",2,1
"12848","進行",2,64
"12849","進軍",2,2
"12850","進退",2,1
"12851","進逼",2,1
"12852","逵",1,1
"12853","逸",1,8
"12854","逸仙",2,1
"12855","逼",1,11
"12856","逼迫",2,5
"12857","逾",1,14
"12858","逾時",2,1
"12859","逾越",2,1
"12860","遁",1,13
"12861","遂",1,192
"12862","遇",1,37
"12863","遇到",2,3
"12864","遇見",2,2
"12865","遊",1,38
"12866","遊學",2,3
"12867","遊戲",2,1
"12868","遊擊",2,4
"12869","遊歷",2,3
"12870","遊獵",2,1
"12871","遊玩",2,1
"12872","遊藝",2,1
"12873","遊行",2,7
"12874","遊覽",2,6
"12875","遊資",2,1
"12876","運",1,55
"12877","運動",2,285
"12878","運動員",3,5
"12879","運動場",3,4
"12880","運動會",3,20
"12881","運命",2,5
"12882","運河",2,5
"12883","運用",2,8
"12884","運算",2,2
"12885","運籌",2,1
"12886","運費",2,6
"12887","運輸",2,11
"12888","運送",2,3
"12889","運銷",2,1
"12890","遍",1,18
"12891","過",1,185
"12892","過來",2,1
"12893","過分",2,4
"12894","過剩",2,3
"12895","過半",2,5
"12896","過去",2,21
"12897","過多",2,1
"12898","過失",2,2
"12899","過度",2,1
"12900","過往",2,1
"12901","過於",2,3
"12902","過渡",2,9
"12903","過激派",3,1
"12904","過程",2,6
"12905","遏",1,4
"12906","遏抑",2,1
"12907","遏止",2,3
"12908","遐",1,1
"12909","遑",1,8
"12910","道",1,136
"12911","道光",2,4
"12912","道光帝",3,1
"12913","道地",2,1
"12914","道夫",2,1
"12915","道家",2,1
"12916","道德",2,32
"12917","道教",2,2
"12918","道歉",2,1
"12919","道灌",2,1
"12920","道理",2,4
"12921","道統",2,3
"12922","道義",2,1
"12923","道術",2,1
"12924","道路",2,11
"12925","道里",2,2
"12926","達",1,76
"12927","達到",2,21
"12928","達成",2,5
"12929","達爾文",3,1
"12930","達觀",2,1
"12931","違",1,17
"12932","違反",2,7
"12933","違法",2,4
"12934","違犯",2,2
"12935","違礙",2,1
"12936","違約",2,1
"12937","違背",2,8
"12938","遙",1,4
"12939","遙遙",2,1
"12940","遙遠",2,1
"12941","遛",1,1
"12942","遜",1,10
"12943","遜位",2,2
"12944","遞",1,9
"12945","遞減",2,1
"12946","遞補",2,1
"12947","遠",1,110
"12948","遠大",2,4
"12949","遠山",2,1
"12950","遠方",2,1
"12951","遠東",2,36
"12952","遠近",2,1
"12953","遣",1,29
"12954","遣散",2,4
"12955","遣散費",3,2
"12956","遣送",2,1
"12957","遨遊",2,1
"12958","適",1,64
"12959","適中",2,2
"12960","適合",2,5
"12961","適宜",2,4
"12962","適應",2,9
"12963","適用",2,1
"12964","適當",2,12
"12965","遭",1,27
"12966","遭災",2,1
"12967","遭遇",2,1
"12968","遮",1,2
"12969","遲",1,12
"12970","遲滯",2,2
"12971","遲緩",2,1
"12972","遲誤",2,1
"12973","遲遲",2,4
"12974","遴",1,1
"12975","遴選",2,1
"12976","遵",1,25
"12977","遵守",2,10
"12978","遵照",2,7
"12979","遵義",2,5
"12980","遵行",2,4
"12981","遶",1,1
"12982","遷",1,14
"12983","遷就",2,1
"12984","遷延",2,6
"12985","遷徙",2,1
"12986","遷移",2,2
"12987","選",1,108
"12988","選任",2,3
"12989","選修",2,2
"12990","選區",2,1
"12991","選定",2,4
"12992","選手",2,55
"12993","選擇",2,9
"12994","選民",2,2
"12995","選科",2,3
"12996","選舉",2,200
"12997","選舉區",3,6
"12998","選舉權",3,14
"12999","選課",2,1
"13000","選錄",2,1
"13001","遺",1,28
"13002","遺傳",2,2
"13003","遺命",2,1
"13004","遺品",2,1
"13005","遺囑",2,1
"13006","遺憾",2,6
"13007","遺教",2,6
"13008","遺書",2,1
"13009","遺業",2,1
"13010","遺毒",2,1
"13011","遺物",2,10
"13012","遺產",2,2
"13013","遺產稅",3,1
"13014","遺訓",2,1
"13015","遺跡",2,7
"13016","遼",1,16
"13017","遼寧",2,2
"13018","遼寧省",3,1
"13019","遼東",2,3
"13020","遼河",2,1
"13021","遼遠",2,1
"13022","遼闊",2,1
"13023","遼陽",2,4
"13024","遽",1,13
"13025","避",1,18
"13026","避免",2,9
"13027","避暑",2,4
"13028","避難",2,1
"13029","邀",1,7
"13030","邀請",2,6
"13031","邀集",2,1
"13032","邁",1,2
"13033","邁往",2,2
"13034","邁進",2,1
"13035","邃",1,2
"13036","還",1,185
"13037","還債",2,1
"13038","還是",2,4
"13039","還有",2,3
"13040","邇",1,2
"13041","邇來",2,2
"13042","邊",1,28
"13043","邊塞",2,1
"13044","邊界",2,1
"13045","邊遠",2,1
"13046","邊防",2,6
"13047","邏輯",2,5
"13048","邏輯學",3,1
"13049","邑",1,10
"13050","邛",1,1
"13051","那",1,118
"13052","那些",2,3
"13053","那個",2,1
"13054","那怕",2,1
"13055","那時",2,32
"13056","那末",2,11
"13057","那樣",2,13
"13058","那種",2,1
"13059","那邊",2,7
"13060","邦",1,33
"13061","邦交",2,4
"13062","邪說",2,2
"13063","邯鄲",2,1
"13064","邰",1,1
"13065","邱",1,3
"13066","邵",1,3
"13067","邸",1,2
"13068","郁",1,1
"13069","郁夫",2,1
"13070","郊",1,3
"13071","郞",1,44
"13072","郡",1,8
"13073","郡國",2,1
"13074","郡縣",2,4
"13075","部",1,379
"13076","部下",2,1
"13077","部份",2,11
"13078","部分",2,53
"13079","部員",2,1
"13080","部局",2,1
"13081","部族",2,1
"13082","部署",2,1
"13083","部落",2,1
"13084","部長",2,14
"13085","部門",2,4
"13086","部隊",2,4
"13087","部首",2,1
"13088","郫縣",2,1
"13089","郭",1,25
"13090","郵",1,13
"13091","郵便局",3,1
"13092","郵傳部",3,14
"13093","郵務",2,1
"13094","郵局",2,3
"13095","郵政",2,5
"13096","郵費",2,4
"13097","郵電費",3,1
"13098","都",1,287
"13099","都察院",3,7
"13100","都尉",2,1
"13101","都市",2,77
"13102","都會",2,11
"13103","都督",2,38
"13104","都督府",3,2
"13105","鄂",1,54
"13106","鄂倫春",3,2
"13107","鄉",1,1
"13108","鄒",1,2
"13109","鄒容",2,2
"13110","鄔",1,1
"13111","鄕",1,148
"13112","鄙",1,5
"13113","鄙人",2,7
"13114","鄙夷",2,1
"13115","鄙棄",2,1
"13116","鄙薄",2,1
"13117","鄙視",2,1
"13118","鄧",1,6
"13119","鄭",1,14
"13120","鄭孝胥",3,3
"13121","鄭重",2,9
"13122","鄰",1,4
"13123","鄰人",2,1
"13124","鄰接",2,1
"13125","鄰近",2,1
"13126","鄰邦",2,1
"13127","鄰里",2,1
"13128","鄰長",2,1
"13129","鄱",1,1
"13130","酇",1,1
"13131","酈",1,1
"13132","酉",1,14
"13133","酌",1,28
"13134","酌量",2,3
"13135","配",1,5
"13136","配合",2,5
"13137","配置",2,3
"13138","配製",2,3
"13139","酒",1,11
"13140","酒井",2,1
"13141","酒席",2,1
"13142","酒肉",2,1
"13143","酒錢",2,1
"13144","酒館",2,2
"13145","酬",1,2
"13146","酬金",2,1
"13147","酵母",2,1
"13148","酷",1,3
"13149","酸",1,1
"13150","酸味",2,1
"13151","醇",1,8
"13152","醉",1,1
"13153","醉心",2,1
"13154","醒",1,3
"13155","醒覺",2,1
"13156","醜惡",2,2
"13157","醜詆",2,1
"13158","醞釀",2,5
"13159","醫",1,20
"13160","醫務",2,3
"13161","醫學",2,18
"13162","醫學界",3,2
"13163","醫學院",3,26
"13164","醫治",2,3
"13165","醫理",2,1
"13166","醫生",2,17
"13167","醫科",2,10
"13168","醫藥費",3,1
"13169","醫院",2,26
"13170","醬油",2,2
"13171","醴",1,6
"13172","醵",1,3
"13173","釀",1,5
"13174","釀成",2,5
"13175","釀造",2,2
"13176","釁",1,3
"13177","釁端",2,2
"13178","采",1,2
"13179","釋",1,8
"13180","釋放",2,4
"13181","里",1,75
"13182","里斯本",3,1
"13183","重",1,133
"13184","重任",2,1
"13185","重光",2,1
"13186","重兵",2,1
"13187","重大",2,41
"13188","重心",2,1
"13189","重慶",2,6
"13190","重新",2,2
"13191","重行",2,2
"13192","重複",2,1
"13193","重要",2,105
"13194","重視",2,22
"13195","重農主義",4,1
"13196","重金",2,2
"13197","野",1,13
"13198","野史",2,1
"13199","野外",2,1
"13200","野川",2,1
"13201","野心",2,14
"13202","野心家",3,1
"13203","野枝",2,1
"13204","野花",2,1
"13205","野蠻",2,5
"13206","量",1,25
"13207","釐",1,39
"13208","釐定",2,4
"13209","釐正",2,2
"13210","釐訂",2,4
"13211","金",1,214
"13212","金利",2,1
"13213","金剛",2,2
"13214","金匱石室",4,1
"13215","金城",2,1
"13216","金塊",2,7
"13217","金屬",2,1
"13218","金山",2,3
"13219","金川",2,1
"13220","金幣",2,44
"13221","金星",2,1
"13222","金本位制",4,7
"13223","金杯",2,1
"13224","金橘",2,1
"13225","金玉",2,1
"13226","金田",2,1
"13227","金石",2,4
"13228","金融",2,17
"13229","金融界",3,4
"13230","金銀",2,4
"13231","金錢",2,11
"13232","金額",2,3
"13233","金魚",2,2
"13234","釗",1,3
"13235","釘",1,2
"13236","釜",1,4
"13237","釜山",2,4
"13238","針",1,1
"13239","釣",1,2
"13240","釧",1,1
"13241","釵",1,1
"13242","鈍",1,3
"13243","鈎",1,4
"13244","鈐",1,2
"13245","鈔",1,8
"13246","鈔票",2,2
"13247","鈔錄",2,1
"13248","鈕扣",2,1
"13249","鈞",1,21
"13250","鈴木町",3,1
"13251","鉅",1,17
"13252","鉅大",2,3
"13253","鉅款",2,3
"13254","鉛字",2,1
"13255","鉢",1,1
"13256","鉤",1,3
"13257","鉤玄提要",4,1
"13258","銀",1,52
"13259","銀價",2,1
"13260","銀兩",2,2
"13261","銀團",2,2
"13262","銀杏",2,1
"13263","銀行",2,81
"13264","銅",1,24
"13265","銅像",2,1
"13266","銅山",2,1
"13267","銅幣",2,1
"13268","銅礦",2,1
"13269","銅製",2,2
"13270","銅駝",2,1
"13271","銅鼓",2,6
"13272","銑",1,1
"13273","銑鐵",2,3
"13274","銓",1,7
"13275","銖",1,1
"13276","銘",1,9
"13277","銘文",2,1
"13278","銘記",2,1
"13279","銜",1,4
"13280","銜接",2,2
"13281","銳",1,9
"13282","銳氣",2,1
"13283","銷",1,15
"13284","銷售",2,4
"13285","銷路",2,9
"13286","鋒",1,3
"13287","鋒利",2,1
"13288","鋤",1,1
"13289","鋪",1,13
"13290","鋪面",2,1
"13291","鋼",1,2
"13292","鋼琴",2,1
"13293","鋼筆",2,2
"13294","鋼鐵",2,4
"13295","錄",1,27
"13296","錄事",2,6
"13297","錄用",2,3
"13298","錠",1,4
"13299","錢",1,51
"13300","錢幣",2,5
"13301","錢糧",2,1
"13302","錢莊",2,1
"13303","錢財",2,1
"13304","錦",1,15
"13305","錦州",2,2
"13306","錦標",2,3
"13307","錦紗",2,1
"13308","錦緞",2,1
"13309","錫",1,16
"13310","錮",1,2
"13311","錯",1,8
"13312","錯亂",2,2
"13313","錯綜",2,3
"13314","錯誤",2,5
"13315","鍊",1,2
"13316","鍋",1,3
"13317","鍍",1,1
"13318","鍍金",2,2
"13319","鍛鍊",2,2
"13320","鍵",1,1
"13321","鍼",1,2
"13322","鍾",1,6
"13323","鍾離",2,1
"13324","鎊",1,33
"13325","鎌倉",2,3
"13326","鎔",1,1
"13327","鎔鑄",2,2
"13328","鎖",1,1
"13329","鎖鑰",2,2
"13330","鎗",1,6
"13331","鎗彈",2,1
"13332","鎚",1,1
"13333","鎧",1,2
"13334","鎭",1,135
"13335","鏃",1,1
"13336","鏗",1,36
"13337","鏡",1,5
"13338","鏡鑒",2,1
"13339","鐘",1,24
"13340","鐘樓",2,2
"13341","鐫",1,1
"13342","鐲",1,1
"13343","鐵",1,56
"13344","鐵屑",2,1
"13345","鐵工廠",3,1
"13346","鐵棍",2,2
"13347","鐵棒",2,1
"13348","鐵橋",2,1
"13349","鐵爐",2,1
"13350","鐵球",2,3
"13351","鐵甲",2,1
"13352","鐵盒",2,1
"13353","鐵礦",2,1
"13354","鐵絲網",3,1
"13355","鐵腕",2,1
"13356","鐵良",2,4
"13357","鐵路",2,190
"13358","鐵道",2,51
"13359","鐵釘",2,1
"13360","鐵餅",2,3
"13361","鐵騎",2,1
"13362","鐸",1,7
"13363","鐺",1,1
"13364","鑄",1,19
"13365","鑄幣",2,1
"13366","鑄造",2,5
"13367","鑑",1,3
"13368","鑑定",2,1
"13369","鑑於",2,1
"13370","鑒",1,23
"13371","鑒核",2,2
"13372","鑛",1,30
"13373","鑪",1,3
"13374","鑫",1,1
"13375","鑰",1,1
"13376","鑼鼓",2,1
"13377","鑽",1,2
"13378","鑾",1,2
"13379","鑿",1,4
"13380","鑿鑿",2,1
"13381","钦",1,1
"13382","長",1,176
"13383","長久",2,2
"13384","長吉",2,1
"13385","長吏",2,1
"13386","長城",2,2
"13387","長壽",2,1
"13388","長安",2,2
"13389","長官",2,25
"13390","長崎",2,4
"13391","長度",2,1
"13392","長慶",2,1
"13393","長成",2,2
"13394","長春",2,10
"13395","長期",2,2
"13396","長樂",2,2
"13397","長江",2,13
"13398","長沙",2,15
"13399","長處",2,1
"13400","長衫",2,1
"13401","長袍",2,1
"13402","長谷川",3,1
"13403","長足",2,1
"13404","長途",2,1
"13405","長驅",2,1
"13406","門",1,103
"13407","門徑",2,3
"13408","門徒",2,4
"13409","門戶",2,27
"13410","門生",2,1
"13411","門禁",2,1
"13412","閃",1,2
"13413","閉",1,7
